City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,mwinilunga,-11.74,24.43,64.26,96,100,2.01,ZM,1581626892
289,manyana,-23.4,21.72,75.29,46,34,5.64,BW,1581626893
290,miraflores,19.22,-98.81,82.4,28,40,4.7,MX,1581626894
291,la palma,33.85,-118.05,71.01,39,1,3.36,US,1581626895
292,nyurba,63.28,118.33,-17.64,99,99,0.6,RU,1581626896
293,kavaratti,10.57,72.64,81.41,72,0,7.18,IN,1581626897
294,semirom,31.42,51.57,24.1,63,0,4.83,IR,1581626899
295,port-cartier,50.03,-66.87,6.8,35,75,11.41,CA,1581626900
296,vila,42.03,-8.16,60.01,93,75,4.7,PT,1581626902
297,mehamn,71.04,27.85,32.0,80,40,17.22,NO,1581626903
298,ha tinh,18.33,105.9,72.23,91,11,15.3,VN,1581626904
299,filadelfia,39.95,-75.16,48.2,100,90,11.34,US,1581626905
300,airai,-8.93,125.41,66.74,85,90,3.4,TL,1581626906
301,havre-saint-pierre,50.23,-63.6,8.6,39,1,10.29,CA,1581626907
302,wasilla,61.58,-149.44,17.6,72,90,3.89,US,1581626891
303,katsuura,35.13,140.3,53.6,81,100,4.7,JP,1581626909
304,yaan,7.38,8.57,80.01,14,13,4.21,NG,1581626910
305,marzuq,14.4,46.47,56.75,49,0,1.45,YE,1581626911
306,ondjiva,-17.07,15.73,77.58,47,53,6.4,AO,1581626912
307,norman wells,65.28,-126.83,-18.4,68,75,21.92,CA,1581626913
308,cabo rojo,18.09,-67.15,86.0,59,1,24.16,PR,1581626914
309,ewa beach,21.32,-158.01,82.4,65,1,4.7,US,1581626915
310,kochevo,59.6,54.31,16.18,91,100,4.14,RU,1581626916
311,latung,5.5,120.88,80.73,73,43,3.74,PH,1581626917
312,bahia blanca,-38.72,-62.27,67.14,73,98,15.68,AR,1581626717
313,anloga,5.79,0.9,84.2,58,30,3.36,GH,1581626919
314,kuito,-12.38,16.93,64.29,91,100,4.56,AO,1581626920
315,birao,10.28,22.79,70.0,13,0,7.94,CF,1581626921
316,cherskiy,68.75,161.3,-25.64,96,96,6.22,RU,1581626922
317,setermoen,68.86,18.35,17.01,92,75,24.16,NO,1581626923
318,ishigaki,24.34,124.16,73.92,86,0,18.75,JP,1581626924
319,teya,60.38,92.63,-1.98,96,59,3.18,RU,1581626925
320,atasu,48.68,71.64,6.42,90,0,10.85,KZ,1581626926
321,acajutla,13.59,-89.83,93.2,24,0,3.36,SV,1581626663
322,uozu,36.8,137.4,43.0,74,1,1.99,JP,1581626929
323,oyama,36.3,139.8,46.99,100,20,3.36,JP,1581626908
324,korla,41.76,86.15,21.99,87,98,5.01,CN,1581626931
325,nova olimpia,-14.8,-57.29,83.37,87,100,1.88,BR,1581626932
326,port augusta,-32.5,137.77,69.8,83,90,13.87,AU,1581626933
327,kefamenanu,-9.45,124.48,71.26,91,100,1.59,ID,1581626934
328,rudnichnyy,59.62,52.47,12.96,91,100,3.31,RU,1581626935
329,poli,-3.33,36.8,77.0,88,20,4.7,TZ,1581626937
330,coquimbo,-29.95,-71.34,69.8,64,87,14.99,CL,1581626715
331,aykhal,66.0,111.5,-2.2,84,98,2.24,RU,1581626939
332,tuy hoa,13.08,109.3,75.56,86,6,9.24,VN,1581626940
333,humaita,-7.51,-63.02,83.68,75,30,3.33,BR,1581626875
334,sola,-13.88,167.55,83.19,82,100,12.33,VU,1581626942
335,pingshan,22.99,114.71,64.99,96,99,3.11,CN,1581626943
336,marabba,12.35,32.18,71.89,17,0,12.91,SD,1581626944
337,esperance,-33.87,121.9,60.8,93,0,6.93,AU,1581626945
338,bastia,42.67,9.33,57.2,87,33,4.7,FR,1581626946
339,singaraja,-8.11,115.09,82.69,73,28,2.91,ID,1581626754
340,zhengjiatun,43.51,123.51,15.46,63,100,14.16,CN,1581626948
341,belmonte,-15.86,-38.88,86.0,74,35,3.36,BR,1581626950
342,avera,33.19,-82.53,64.4,93,90,9.17,US,1581626951
343,ankang,32.68,109.02,48.0,42,87,4.0,CN,1581626952
344,springbok,-29.66,17.89,69.1,26,0,5.75,ZA,1581626953
345,alice springs,-23.7,133.88,77.0,31,0,3.36,AU,1581626729
346,khilok,51.37,110.47,-11.4,99,89,3.42,RU,1581626955
347,kindu,-2.95,25.95,73.49,76,100,1.12,CD,1581626956
348,codrington,-38.27,141.97,65.91,93,100,11.63,AU,1581626957
349,rorvik,64.86,11.24,33.8,80,20,10.29,NO,1581626958
350,sorong,-0.88,131.25,73.22,96,100,2.37,ID,1581626959
351,bilma,18.69,12.92,64.24,14,74,5.95,NE,1581626960
352,klobuck,50.9,18.94,37.0,64,100,9.17,PL,1581626961
353,stuttgart,48.78,9.18,46.0,80,40,11.41,DE,1581626764
354,great falls,47.5,-111.3,43.0,69,1,23.04,US,1581626963
355,bridlington,54.08,-0.19,43.0,87,75,12.75,GB,1581626964
356,yar-sale,66.83,70.83,11.97,96,96,8.68,RU,1581626966
357,san jose del palmar,4.97,-76.23,87.8,48,40,6.93,CO,1581626967
358,baykit,61.67,96.37,-3.84,98,100,0.78,RU,1581626969
359,vostok,46.49,135.88,14.07,97,100,2.77,RU,1581626970
360,chokurdakh,70.63,147.92,-31.13,97,100,4.92,RU,1581626971
361,zaozerne,45.16,33.28,45.1,59,0,14.99,UA,1581626972
362,bonnyville,54.27,-110.73,10.4,55,90,4.7,CA,1581626973
363,lethem,3.38,-59.8,93.27,36,48,17.74,GY,1581626974
364,boa vista,2.82,-60.67,89.6,46,75,13.87,BR,1581626976
365,cozumel,20.51,-86.95,86.0,58,40,16.11,MX,1581626970
366,barcelos,41.54,-8.62,57.2,93,75,6.93,PT,1581626978
367,vaasa,63.08,21.67,30.99,92,90,5.82,FI,1581626979
368,urumqi,43.8,87.6,14.0,72,0,6.71,CN,1581626980
369,mackay,-21.15,149.2,84.99,94,40,5.82,AU,1581626981
370,olafsvik,64.89,-23.71,25.34,75,100,27.22,IS,1581626982
371,marawi,8.0,124.29,73.0,94,100,5.01,PH,1581626983
372,marsa matruh,31.35,27.25,59.0,82,75,4.7,EG,1581626689
373,astoria,46.19,-123.83,46.0,93,90,10.29,US,1581626985
374,faya,18.39,42.45,57.2,44,0,3.36,SA,1581626986
375,amambai,-23.1,-55.23,80.74,74,7,6.67,BR,1581626957
376,sambava,-14.27,50.17,73.35,95,100,3.2,MG,1581626988
377,batemans bay,-35.72,150.18,63.0,96,100,1.25,AU,1581626989
378,tagusao,9.19,117.81,74.77,90,54,6.02,PH,1581626990
379,salalah,17.02,54.09,69.8,21,0,16.11,OM,1581626991
380,flinders,-34.58,150.86,75.0,100,75,4.7,AU,1581626992
381,kysyl-syr,63.9,122.76,-36.09,98,0,1.36,RU,1581626993
382,ballina,-28.87,153.57,71.6,94,75,8.05,AU,1581626994
383,henties bay,-22.12,14.28,64.0,93,0,4.07,NA,1581626995
384,isangel,-19.55,169.27,77.0,100,75,1.12,VU,1581626997
385,tchaourou,8.89,2.6,77.36,19,0,6.08,BJ,1581626998
386,vyazemskiy,47.54,134.75,12.33,94,100,5.86,RU,1581626999
387,tonstad,58.66,6.72,34.0,80,100,3.51,NO,1581627000
388,oistins,13.07,-59.53,82.4,61,20,26.4,BB,1581627001
389,lazaro cardenas,17.96,-102.2,84.9,48,0,8.52,MX,1581627003
390,baglung,28.27,83.59,42.42,19,0,9.19,NP,1581627004
391,kankan,10.39,-9.31,79.09,12,30,3.44,GN,1581627005
392,gerede,40.8,32.2,25.86,80,0,5.19,TR,1581627006
393,the valley,18.22,-63.06,82.4,61,20,18.34,AI,1581627007
394,tema,5.67,-0.02,82.4,54,0,1.12,GH,1581627008
395,atyrau,47.12,51.88,30.2,100,40,11.18,KZ,1581627009
396,namibe,-15.2,12.15,75.13,77,0,13.06,AO,1581627010
397,margate,51.38,1.39,46.0,81,20,11.41,GB,1581627011
398,lamar,33.67,-95.58,42.01,69,75,9.17,US,1581627012
399,kapuskasing,49.42,-82.43,-7.6,52,20,4.7,CA,1581627013
400,mayo,38.89,-76.51,57.2,80,90,5.82,US,1581626776
401,murgab,37.5,61.97,41.0,36,80,9.17,TM,1581627015
402,wamba,8.93,8.6,73.83,19,0,5.46,NG,1581627016
403,pokhara,28.23,83.98,51.46,84,0,2.04,NP,1581627017
404,visby,57.64,18.3,39.0,84,0,8.05,SE,1581627018
405,kipini,-2.53,40.53,80.64,79,60,11.05,KE,1581627020
406,luganville,-15.53,167.17,78.8,94,40,3.36,VU,1581627021
407,raga,8.46,25.68,68.59,18,0,5.57,SS,1581627023
408,port blair,11.67,92.75,78.01,74,0,8.32,IN,1581627024
409,tura,25.52,90.22,58.3,46,73,1.28,IN,1581627025
410,annamalainagar,11.4,79.73,70.18,88,0,4.92,IN,1581627026
411,dulce nombre de culmi,15.1,-85.53,81.16,52,23,5.17,HN,1581627027
412,kita,13.03,-9.49,80.76,11,0,5.68,ML,1581627028
413,kibala,9.11,18.35,73.4,35,4,4.74,TD,1581627029
414,erzincan,39.75,39.5,17.6,92,75,3.36,TR,1581627030
415,kismayo,-0.36,42.55,82.15,81,100,23.49,SO,1581627031
416,lubango,-14.92,13.49,63.55,73,95,0.83,AO,1581627032
417,bar harbor,44.39,-68.2,36.0,93,90,1.01,US,1581627033
418,jasper,37.2,-94.35,25.0,62,1,10.29,US,1581627034
419,buraydah,26.33,43.98,55.4,43,0,5.82,SA,1581627036
420,qaqortoq,60.72,-46.03,8.6,39,20,8.19,GL,1581627037
421,arlit,18.74,7.39,70.48,9,100,6.89,NE,1581627038
422,ahipara,-35.17,173.17,68.97,75,100,8.01,NZ,1581627039
423,mocajuba,-2.58,-49.51,81.19,81,81,4.52,BR,1581627040
424,omsukchan,62.53,155.8,-21.64,100,100,8.25,RU,1581627041
425,smidovich,48.6,133.82,6.67,86,95,5.73,RU,1581627043
426,coxim,-18.51,-54.76,84.24,80,66,3.11,BR,1581627044
427,talara,-4.58,-81.27,62.6,100,0,12.75,PE,1581627045
428,chaoyang,41.57,120.46,19.4,68,100,18.52,CN,1581627046
429,ust-nera,64.57,143.2,-20.09,96,100,4.65,RU,1581627047
430,zhangye,38.93,100.45,18.03,41,77,10.22,CN,1581627048
431,beecher,43.09,-83.69,21.0,67,90,10.29,US,1581627049
432,conde,-7.26,-34.91,82.4,88,75,6.93,BR,1581627050
433,sorland,67.67,12.69,28.4,74,40,5.82,NO,1581627051
434,port lincoln,-34.73,135.87,66.51,85,100,11.86,AU,1581627052
435,wanning,18.8,110.4,72.9,92,17,9.55,CN,1581627053
436,prescott,34.54,-112.47,60.01,29,1,5.44,US,1581627054
437,umm lajj,25.02,37.27,65.68,27,0,4.63,SA,1581627056
438,maple creek,49.92,-109.48,23.32,75,88,20.47,CA,1581627057
439,itacoatiara,-3.14,-58.44,82.4,88,40,4.7,BR,1581627058
440,san nicolas,18.17,120.6,73.36,80,0,5.17,PH,1581627059
441,riwaka,-41.08,173.0,77.0,51,100,3.06,NZ,1581627004
442,regina,50.45,-104.62,12.2,54,75,20.8,CA,1581627053
443,atkinson,42.84,-71.15,37.0,93,90,2.01,US,1581627063
444,mackenzie,55.3,-123.17,33.8,80,90,8.05,CA,1581627064
445,monte carmelo,-18.72,-47.5,76.17,88,69,0.98,BR,1581626901
446,rock sound,24.9,-76.2,76.42,80,0,14.09,BS,1581627067
447,dzhebariki-khaya,62.22,135.8,-34.04,99,81,1.34,RU,1581627068
448,verkhnevilyuysk,63.45,120.32,-24.97,99,100,3.33,RU,1581627069
449,ekhabi,53.51,142.97,-12.1,89,0,12.15,RU,1581627070
450,champerico,14.3,-91.92,93.2,49,40,16.11,GT,1581627071
451,santiago del estero,-27.8,-64.26,91.78,38,1,11.81,AR,1581627072
452,dubbo,-32.25,148.62,68.0,77,67,9.17,AU,1581627073
453,saint-leu,-21.15,55.28,80.6,69,98,6.93,RE,1581627074
454,chicama,-7.84,-79.15,77.0,78,20,8.05,PE,1581627075
455,bingerville,5.36,-3.89,84.2,83,100,5.82,CI,1581627076
456,mount gambier,-37.83,140.77,66.2,88,75,1.12,AU,1581627077
457,uspenka,48.39,39.16,31.06,93,94,13.53,UA,1581627078
458,charlestown,-32.95,151.67,72.0,94,75,4.81,AU,1581627079
459,labytnangi,66.66,66.42,4.35,97,67,5.03,RU,1581627080
460,taksimo,56.34,114.88,-8.46,86,100,1.32,RU,1581627081
461,riviere-du-loup,47.83,-69.53,9.59,65,100,13.06,CA,1581627082
462,lola,7.8,-8.53,73.74,18,0,2.44,GN,1581627083
463,acapulco,16.86,-99.89,86.0,51,5,8.05,MX,1581627084
464,snezhnogorsk,69.19,33.25,17.6,92,20,5.26,RU,1581627085
465,karagaylinskiy,54.17,86.55,12.47,92,30,5.93,RU,1581627086
466,scarborough,54.28,-0.4,45.0,87,53,6.93,GB,1581627087
467,christchurch,-43.53,172.63,57.0,100,100,1.12,NZ,1581626873
468,carballo,43.21,-8.69,55.99,93,75,1.12,ES,1581627090
469,rio gallegos,-51.62,-69.22,68.0,20,40,20.8,AR,1581627091
470,katangli,51.71,143.23,-6.03,91,2,5.88,RU,1581627092
471,katherine,-14.47,132.27,77.0,83,40,4.7,AU,1581627093
472,flin flon,54.77,-101.86,-4.0,44,40,10.29,CA,1581627094
473,jimo,36.39,120.46,50.0,93,75,6.71,CN,1581627095
474,cidreira,-30.18,-50.21,75.0,79,0,25.26,BR,1581627001
475,vawkavysk,53.16,24.45,31.17,86,27,6.42,BY,1581627098
476,coari,-4.08,-63.14,82.6,91,100,0.47,BR,1581627099
477,itororo,-15.12,-40.07,77.47,76,55,9.89,BR,1581627100
478,langsa,4.47,97.97,75.4,93,100,2.3,ID,1581626946
479,les cayes,18.2,-73.75,80.82,72,0,15.95,HT,1581627102
480,dashitou,43.31,128.51,15.67,91,46,5.32,CN,1581627103
481,mgandu,-5.95,34.13,62.37,98,100,3.13,TZ,1581627104
482,sosnovo-ozerskoye,52.52,111.54,-12.71,99,73,7.85,RU,1581627105
483,bongandanga,1.5,21.05,78.12,48,58,2.64,CD,1581627106
484,buala,-8.14,159.59,80.69,82,100,10.65,SB,1581627107
485,general higinio morinigo,-25.95,-55.92,89.82,47,3,5.99,PY,1581627108
486,garden city,42.33,-83.33,26.6,79,90,11.41,US,1581627109
487,aksu,41.12,80.26,31.24,61,100,1.59,CN,1581627110
488,pangai,-19.8,-174.35,80.6,74,20,17.22,TO,1581627111
489,gemena,3.25,19.77,75.72,33,0,0.85,CD,1581627112
490,beringovskiy,63.05,179.32,10.92,93,100,9.6,RU,1581627114
491,dunedin,-45.87,170.5,50.14,74,100,8.14,NZ,1581627014
492,quelimane,-17.88,36.89,76.26,90,76,2.13,MZ,1581627117
493,muhammadabad,25.63,83.75,56.77,81,0,5.21,IN,1581627118
494,boende,-0.22,20.87,76.53,55,84,2.51,CD,1581627119
495,ojuelos de jalisco,21.87,-101.58,70.47,28,0,16.69,MX,1581627120
496,worland,44.02,-107.96,28.0,67,1,3.36,US,1581627123
497,mishelevka,52.86,103.17,-6.99,97,0,6.26,RU,1581627124
498,ustye,59.63,39.74,17.19,96,100,6.73,RU,1581627125
499,vila velha,-20.33,-40.29,80.6,74,100,2.24,BR,1581627126
500,hihya,30.67,31.59,60.8,67,11,11.41,EG,1581627127
501,zapolyarnyy,69.42,30.81,17.6,78,99,18.34,RU,1581627128
502,maragogi,-9.01,-35.22,82.44,76,100,13.2,BR,1581626891
503,orangeburg,33.49,-80.86,68.0,82,90,13.87,US,1581626916
504,halifax,44.65,-63.57,33.01,99,90,3.36,CA,1581627120
505,smolenka,52.14,113.5,-14.8,68,0,2.24,RU,1581627132
506,hobyo,5.35,48.53,77.76,71,63,24.96,SO,1581627133
507,cepelare,41.73,24.68,37.4,47,0,3.36,BG,1581627134
508,kafue,-15.77,28.18,66.88,92,100,6.44,ZM,1581627135
509,awjilah,29.11,21.29,61.95,55,91,3.2,LY,1581627137
510,pa sang,18.53,98.94,64.4,59,0,1.79,TH,1581627138
511,khandyga,62.67,135.6,-35.0,100,30,0.76,RU,1581627139
512,soyo,-6.13,12.37,81.81,84,100,5.99,AO,1581627140
513,belaya kholunitsa,58.84,50.85,12.92,92,100,3.8,RU,1581627141
514,funtua,11.52,7.31,64.63,15,100,7.99,NG,1581627142
515,naifaru,5.44,73.37,81.68,78,100,9.4,MV,1581627143
516,los llanos de aridane,28.66,-17.92,66.2,82,100,6.93,ES,1581627144
517,volchansk,59.94,60.08,19.74,96,100,2.64,RU,1581627145
518,chateau-gontier,47.83,-0.7,50.0,81,90,14.99,FR,1581627146
519,igrim,63.19,64.42,15.21,95,100,7.31,RU,1581627147
520,yenagoa,4.92,6.26,78.28,74,11,4.79,NG,1581627148
521,tambo,-14.8,-73.92,54.88,75,77,9.95,PE,1581627149
522,talnakh,69.49,88.4,10.4,85,90,24.61,RU,1581627151
523,salta,-24.79,-65.41,78.8,65,75,6.93,AR,1581626944
524,wodonga,-36.12,146.88,73.99,100,93,3.36,AU,1581627153
525,moussoro,13.64,16.49,67.98,10,0,11.9,TD,1581627154
526,dinan,48.42,-2.25,50.0,87,75,19.46,FR,1581627155
527,pochutla,15.74,-96.47,90.0,46,75,11.41,MX,1581627156
528,lac du bonnet,50.25,-96.06,-5.01,63,55,7.0,CA,1581627157
529,narragansett,41.45,-71.45,41.0,93,90,6.58,US,1581627158
530,valeggio sul mincio,45.35,10.74,48.2,75,75,4.7,IT,1581627159
531,garwolin,51.9,21.61,37.99,75,100,6.93,PL,1581627160
532,richmond,37.55,-77.46,62.01,93,90,5.82,US,1581626883
533,xinan,26.72,119.86,57.74,96,94,1.74,CN,1581627163
534,ucluelet,48.93,-125.55,46.99,81,90,20.8,CA,1581627164
535,ouallam,14.32,2.09,73.87,8,100,8.72,NE,1581627165
536,khani,41.96,42.96,32.0,97,90,2.24,GE,1581627166
537,sao miguel do araguaia,-13.28,-50.16,83.97,75,18,1.12,BR,1581627168
538,neiafu,-18.65,-173.98,78.8,83,75,5.82,TO,1581627169
539,honningsvag,70.98,25.97,32.0,68,20,10.29,NO,1581627170
540,fethiye,36.62,29.12,57.2,82,40,5.82,TR,1581627171
541,litovko,49.24,135.17,5.63,86,100,2.06,RU,1581627172
542,bad doberan,54.11,11.9,37.4,86,75,11.41,DE,1581627173
543,cheney,47.49,-117.58,46.99,56,20,10.29,US,1581627175
544,liverpool,53.41,-2.98,44.01,87,40,6.93,GB,1581627085
545,san blas,21.52,-105.27,80.6,42,5,9.17,MX,1581627177
546,hami,42.8,93.45,18.45,43,0,12.35,CN,1581627178
547,kirkwall,58.98,-2.96,32.0,59,53,4.7,GB,1581627179
548,shumskiy,54.83,99.13,0.77,90,0,3.8,RU,1581627180
549,tadine,-21.55,167.88,82.99,80,81,9.86,NC,1581627181
550,mount isa,-20.73,139.5,64.4,77,0,4.72,AU,1581627163
551,along,28.17,94.77,51.15,80,0,4.05,IN,1581627183
552,bossangoa,6.49,17.46,73.47,20,66,3.96,CF,1581627184
553,maldonado,-34.67,-54.92,87.8,43,40,9.17,UY,1581627186
554,kungurtug,50.6,97.52,-12.41,78,0,3.42,RU,1581627187
555,oriximina,-1.77,-55.87,85.14,67,97,4.56,BR,1581626994
556,kozhva,65.11,57.05,10.65,96,100,4.52,RU,1581627189
557,garelochhead,56.08,-4.83,39.2,91,90,4.7,GB,1581627190
558,hovd,48.01,91.64,-0.56,78,0,0.94,MN,1581627191
559,saint-junien,45.88,0.9,50.0,87,90,12.75,FR,1581627192
560,barinas,8.62,-70.21,92.55,37,100,5.99,VE,1581627193
561,zakamensk,50.37,103.29,-9.96,91,0,2.42,RU,1581627194
562,yerofey pavlovich,53.97,121.97,-8.36,84,100,4.03,RU,1581627195
563,artyom,40.47,50.33,41.0,86,90,11.41,AZ,1581627196
564,ndele,8.41,20.65,73.44,17,0,5.93,CF,1581627197
565,cabedelo,-6.98,-34.83,82.4,88,75,6.93,BR,1581627198
566,turki,51.99,43.27,14.18,95,98,4.03,RU,1581627199
567,riberalta,-10.98,-66.1,73.4,100,90,6.93,BO,1581627200
568,beloha,-25.17,45.05,80.6,57,0,9.98,MG,1581627201
569,madera,37.17,-119.83,71.01,30,1,2.33,US,1581627202
570,sao felix do xingu,-6.64,-51.99,79.88,93,40,2.66,BR,1581627203
571,kirensk,57.79,108.11,4.77,94,100,10.29,RU,1581627204
572,taseyevo,57.22,94.9,5.16,91,0,4.12,RU,1581627205
573,winnemucca,40.97,-117.74,48.99,31,1,3.36,US,1581627208
574,turukhansk,65.82,87.98,5.5,94,100,10.42,RU,1581627209
575,goulburn,-34.75,149.72,63.0,96,92,7.27,AU,1581627210
576,kehychivka,49.29,35.76,28.27,97,59,10.31,UA,1581627211
